State,City,Place,Ratings,Place_desc,image,single_image,Budget_Category
Madhya Pradesh,Khajuraho,Lakshmi temple,3.3," Dedicated to Goddess Lakshmi, the Hindu deity of wealth. This temple houses some moderate shrines and is comparatively smaller than the other temples in Khajuraho. ",https://www.google.com/search?q=lakshmi+temple+khajuraho&sca_esv=87987e31af6ab5dd&udm=2&sxsrf=AHTn8zpCpcWyz-62bK8CnFZeQxWlYzlRbA%3A1745401253958&ei=pbUIaKKkOsWXvr0Py8_RmQ8&oq=Lakshmi+temple+khaju&gs_lp=EgNpbWciFExha3NobWkgdGVtcGxlIGtoYWp1KgIIADIFEAAYgAQyBRAAGIAEMgYQABgIGB5IyxlQvQVYiQxwAXgAkAEAmAGoAaAB7gWqAQMwLja4AQPIAQD4AQGYAgegAooGwgIKEAAYgAQYQxiKBcICBhAAGAcYHsICCBAAGAcYChgewgIIEAAYCBgKGB6YAwCIBgGSBwMxLjagB4QesgcDMC42uAeFBg&sclient=img#vhid=0xLKX7U-NlCbIM&vssid=mosaic,https://upload.wikimedia.org/wikipedia/commons/9/9b/Khajuraho_India%2C_Lakshmi_Temple_%26_Varaha_Temple.JPG,Medium
Madhya Pradesh,Khajuraho,Javari Temple,4.5," Javari Temple is another temple from the Khajuraho Group of Monuments enshrined by Lord Vishnu although the idol of the presiding deity is broken and headless. The temple is rather tiny and has been built in Shikhara style of architecture. The temple also has sculptures of Navagrahas, Shiva, Vishnu and Brahma at the entrance gate of the sanctum. ",https://www.google.com/search?q=+Javari+Temple&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSj61W7Q8WUP_DkvIKMAU4kMJ7CeM3YDWLbWw&s,Medium
Madhya Pradesh,Khajuraho,Devi jagdamba Temple,3.6," Initially built as a Vishnu temple, the Devi Jagdamba temple has beautifully carved erotic figures. The Garba Griha houses a stunning sculpture of the Goddess of the Universe. The temple also houses a beautiful image of Goddess Parvati, with the image of Mithuna. ",https://www.google.com/search?q=+Devi+jagdamba+Temple&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMvvyYxu3NZhzDpTCN1WnQbkkOndkiwA36Kg&s,Medium
Madhya Pradesh,Khajuraho,State Museum of Tribal and Folk Art,4.5," Housed within the Chandela Cultural Complex in Khajuraho, Madhya Pradesh, State Museum of Tribal and Folk Art well maintained tiny repository of old scriptures of tribal art and culture in the form of masks, terracotta sculptures, folk- paintings, bamboo articles and other collectibles. The museum also has a beautiful garden surrounding it. ",https://www.google.com/search?q=+State+Museum+of+Tribal+and+Folk+Art&udm=2,https://www.mptourism.com/web/image/catalog/Blog%20Image/Adivart%20Tribal%20and%20Folk%20Art%20Museum.jpg,Medium
Madhya Pradesh,Khajuraho,Archaeological Museum Khajuraho,4.2," Archaeological Museum is located near the Western Group of Temples in Khajuraho and was originally known as the Jardine Museum. Housing over 2000 items, the museum has relics from the 10th and 12th century temples of Hinduism and Jainism. ",https://www.google.com/search?q=+Archaeological+Museum+Khajuraho&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuo5wNpasm348GH-lA08FmVmDpFNW85Yk4FQ&s,Medium
Madhya Pradesh,Khajuraho,Raneh Falls,4.5," Located at a distance of 20 kms from Khajuraho, Raneh Falls are mesmerising natural waterfalls over river Ken. The river has carved a deep canyon in the valley made of crystalline granite in shares of red, pink and grey. There are several small and big waterfalls emerging from this gorge, collectively called as Raneh Falls. ",https://www.google.com/search?q=+Raneh+Falls&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdhyM4Nbo2KlQLpLw17Si_laTMOLKR2ZGKnw&s,Medium
Madhya Pradesh,Khajuraho,Adinath Temple,3.3," This is a jain temple dedicated to the Jain God Tirthankar. With exquisite sculpted figures, including yakshis this is one of the most beautiful jain temples in Madhya Pradesh. ",https://www.google.com/search?q=+Adinath+Temple&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8b/1d/58/adinath-temple.jpg?w=900&h=500&s=1,Medium
Madhya Pradesh,Khajuraho,Khajuraho Dance Festival,3.8," Every year, Khajuraho dance festival is  organized in February or March.  This festival attracts loads of travellers including the international ones. They attend the festival enthusiastically and they get the opportunity to explore the rich Indian culture and its marvelous history.(br) This festival is organized by the Madhya Pradesh Kala Parishad. Many world famous artists come and perform here.  The ambience around is full of art and passion and the background of the magnificent Khajuraho temples enhances the beauty of the festival.  ",https://www.google.com/search?q=+Khajuraho+Dance+Festival&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJT_02SQxyMSgA_nAaz6SqsvNzyOqj8NDK1w&s,Medium
Madhya Pradesh,Khajuraho,Chaturbhuj Temple,4.5," Chaturbhuj Temple is situated in the Jatakari village of Khajuraho and is also known as Jatakari Temple. Enshrined by Lord Vishnu, the temple is free of any erotic carvings or sculptures and hence is considered a unique temple in the region. Rectangular in shape, the shrine built on a raised platform and is visited by a large number of pilgrim all through the year. ",https://www.google.com/search?q=+Chaturbhuj+Temple&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQf5uLaGgqiHvaXdJxKObbKRtvy_9PrVul2OA&s,Medium
Madhya Pradesh,Khajuraho,Varaha Temple,4.5," Varaha Temple is built in the Western Group of Temple Complex in Khajuraho, Madhya Pradesh and is enshrine by a massive idol of Varaha - the incarnation of Lord Vishnu in the form of a boar. Made in sandstone, the sculpture has numerous carvings all over its body and depict Goddess Saraswati at one certain place on the body. ",https://www.google.com/search?q=+Varaha+Temple&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTo-1f1NAGyzmWuvPRs8fo3Q-a45lUTYdnEtw&s,Medium
Madhya Pradesh,Khajuraho,Matangeshwar Temple,4.7," Built among the Western Group of Temple Complex in Khajuraho, Madhya Pradesh, Matangeshwar Temple is a rather plainly designed temple dedicated to Lord Shiva. Made of sandstone, the temple houses a large shivalinga which has Nagari and Persian inscriptions carved on it. The temple is a popular site among Shiva devotees. ",https://www.google.com/search?q=+Matangeshwar+Temple&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2iJXLYLex6Imtn82FP16o69HkGZAt3Y-iMg&s,Medium
Madhya Pradesh,Khajuraho,Nandi Temple,4.5," Nandi Temple is a part of Khajuraho Group of Monuments which is a World Heritage Site in Khajuraho, Madhya Pradesh. The temple is dedicated to Nandi- the bull which is the mount of Lord Shiva. As is customary, the temple is built across the shrine of Lord Shiva called Vishvanatha Temple. ",https://www.google.com/search?q=+Nandi+Temple&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjaGvBTagdtTFvo0GsmXbjYu1T-xkd4fdHSA&s,Medium
Madhya Pradesh,Khajuraho,Vaman Temple,4.5,Vamana Temple in Khajuraho is dedicated to Vamana- the fifth incarnation of Lord Vishnu and is one among the Khajuraho Group of Monuments. The exterior walls of the shrine have erotic carvings of nymphs and celestial bodies and different women in several different postures. The beautiful site is a popular tourist spot and is thronged by tourists all through the year.,https://www.google.com/search?q=+Vaman+Temple&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNxR9VnonPp8cPlca2EFOF_sGxKQI54QOM-Q&s,Medium
Madhya Pradesh,Khajuraho,Chitragupta Temple,4.5,Chitragupta Temple in Khajuraho is enshrined by Sun God- Surya and dates back to the 11th century. The presiding deities is riding a chariot with seven horses. The exterior walls of the shrine have carvings of several gods and erotic couples. The site is popular among tourists and devotees alike.,https://www.google.com/search?q=+Chitragupta+Temple&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDCH0PwI7D2TeuptI960ScnHE17zoQXMN_nw&s,Medium
Madhya Pradesh,Khajuraho,Shantinath Temple,4.5," Shantinatha Temple is a Jain temple counted as a World Heritage Site along the Khajuraho Group of Monuments. The temple is presided by Shantinatha; however, it has idols of other Jain tirthankaras as well, including a colossal statue of Adinatha. The temple has been renovated but still bears inscriptions from the bygone era. ",https://www.google.com/search?q=+Shantinath+Temple&udm=2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Shantinath_Temple_Khajuraho.jpg/640px-Shantinath_Temple_Khajuraho.jpg,Medium
Madhya Pradesh,Khajuraho,Beni Sagar Dam,4.0," Located on the outskirts of Khajuraho city, Beni Sagar Dam has been built over River Khudar and is a masterpiece of magnificence. It also facilitates recreation activities like boasting, fishing, angling etc. and is popular for day picnic and leisure. The damalso offers spectacular views of the sunrise and sunset. ",https://www.google.com/search?q=+Beni+Sagar+Dam&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkBE90JVvVxk6u-lyNxGYjedm2Zgfz4THUvA&s,Medium
Madhya Pradesh,Khajuraho,Dhubela Museum,4.0," Also known as Maharaja Chhatrasal Museum, Dhubela Museum is located in Dhubela, 62 kms from Khajuraho. Boasting of a serene setting on the banks of Dhubela lake and housed in the premises of Maharaja Chhatrasal Palace, the museum displays an extensive collection of sculptures, arms, armoury, miniature paintings etc., spread over 8 galleries. ",https://www.google.com/search?q=+Dhubela+Museum&udm=2,https://i0.wp.com/thefloatingpebbles.com/wp-content/uploads/2025/02/22-10-04-MP22-467-Edit-Edit-1024x731-1.jpg?resize=800%2C571&ssl=1,Medium
Madhya Pradesh,Khajuraho,Jain Museum,3.0," Located in the Jain Temples Complex, Jain Museum is a circular building housing huge statues and sculptures of Jain tirthankaras and yakshis. The entrance gate is flanked by the mythical creatures - Makara Torana. ",https://www.google.com/search?q=+Jain+Museum&udm=2,https://www.hindustantimes.com/ht-img/img/2024/11/05/550x309/Abhay-Prabhavana-is-a--museum-of-ideas--which-show_1730834215603.jpg,Medium
Madhya Pradesh,Khajuraho,Chausath Yogini Temple,4.1," The Chausath Yogini Temple is the oldest temple in the temple-town of Khajuraho. This late 9th century Devi temple is now in ruins, but the shrine cells and other remnants remain at the site. There are no sculptures found here. A monument of national importance, remnants of this temple have been found in other places around the region.  ",https://www.google.com/search?q=+Chausath+Yogini+Temple&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwloJOZ4NWXRQR3wyjFXnayO-xf8Nu_8SO1g&s,Medium
Tamil Nadu,Chennai,Explore The Marina Beach,4.3," Marina Beach is a natural urban beach along the Bay of Bengal. The beach is stretched out to a distance of 13 kilometres making it the longest natural urban beach in the country, second largest in the world and also the most crowded beach in India with almost 30,000 visitors a day.  ",https://www.google.com/search?q=+Explore+The+Marina+Beach&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTB3AFUL55aFm5k2fy0WA3BLPpCM7q5gEmFYQ&s,Medium
Tamil Nadu,Chennai," Government Museum, Chennai",4.5," Government Museum was established in 1851 and is the second oldest museum in the country after the Indian Museum in Kolkata. Situated in Egmore suburb of Chennai, it is built in the Indo-Sarcenic style and houses a rich collection of the works of Raja Ravi Varma.  ","https://www.google.com/search?q=+Government+Museum,+Chennai&udm=2",https://upload.wikimedia.org/wikipedia/commons/6/66/Madras_museum_theatre_in_October_2007.jpg,Medium
Tamil Nadu,Chennai,MGR Film City,3.5," Having been established in the year 1994, a considerably new structure, the MGR Film city is managed by the Government of Tamil Nadu in loving memory of MG Ramachandran who was not only a crowd-pleasing tamil actor but also a longtime CM of Tamil Nadu. ",https://www.google.com/search?q=+MGR+Film+City&udm=2,"https://hblimg.mmtcdn.com/content/hubble/img/additionalttdimages/mmt/activities/m_MGR_Film_City_1_l_416_640.jpg?im=Resize=(288,162)",Medium
Tamil Nadu,Chennai,Breezy Beach,3.6," Breezy Beach lays in the remote and serene neighbourhood of Valmiki Nagar in Chennai. Being smaller and less polluted, its a perfect getaway for anyone looking for a peaceful evening. ",https://www.google.com/search?q=+Breezy+Beach&udm=2,"https://hblimg.mmtcdn.com/content/hubble/img/additionalttdimages/mmt/activities/m_Breezy_Beach_1_l_360_640.jpg?im=Resize=(288,162)",Medium
Tamil Nadu,Chennai,Marundeeswarar Temple,4.3," The magnificent Marundeeswarar Temple, in Tiruvanmiyur, near Chennai has the temple deity Shiva in the form of Marundeeswar or Aushadeeswarar, the God of Medicines. A fine specimen of Dravidian architecture, this temple is a must visit for anyone visiting Chennai or nearby cities. ",https://www.google.com/search?q=+Marundeeswarar+Temple&udm=2,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Marundeeswarar7.jpg/640px-Marundeeswarar7.jpg,Medium
Tamil Nadu,Chennai,Arignar Anna Zoological Park,4.2," Arignar Anna Zoological Park aka Vandalur Zoo, is a zoological garden located in Vandalur is spread over an area of 602 hectares, including a rescue and rehabilitation centre. The zoo shelters about 3000 species of flora and fauna across twelve hundred acres including 46 endangered species, in its 160 enclosures. ",https://www.google.com/search?q=+Arignar+Anna+Zoological+Park&udm=2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Arignar_Anna_Zoological_park_27.jpg/1200px-Arignar_Anna_Zoological_park_27.jpg,Medium
Tamil Nadu,Chennai,Valluvar Kottam,4.2," Valluvar Kottam is an auditorium, with a gigantic capacity to hold 4,000 people, built in remembrance of the poet-saint, Tiruvalluvar. Verses of the poet Tiruvalluvar are embellished on the pillars in and around the auditorium. ",https://www.google.com/search?q=+Valluvar+Kottam&udm=2,https://c8.alamy.com/comp/ANXNYD/india-tamil-nadu-chennai-valluvar-kottam-b1976-memorial-to-tamil-poet-ANXNYD.jpg,Medium
Tamil Nadu,Chennai,Ashtalakshmi Temple,4.2," The Chennai Ashtalakshmi temple is situated in Besant Nagar, on the shores of the Bay of Bengal. That stretch of beach is known as the Elliot's beach. The temple was constructed on the express wishes of Sri Mahaa Periyavaal of Kanchi Mutt, Sri Chandrasekara Saraswati Swamigal. (br) The temple's architecture is unique, with the deities installed in four levels.  ",https://www.google.com/search?q=+Ashtalakshmi+Temple&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/15/94/f3/stunning-views.jpg?w=1200&h=-1&s=1,Medium
Tamil Nadu,Chennai,Read Some Books at Connemara Library,4.2,The Connemara Public Library at Chennai holds the prestigious status of being amongst one of the four deposit libraries in India which entitles them to a copy of every publication in India.,https://www.google.com/search?q=+Read+Some+Books+at+Connemara+Library&udm=2,https://timesofindia.indiatimes.com/photo/msid-69033530/69033530.jpg?resizemode=4,Medium
Tamil Nadu,Chennai,Trek the Koli Hills,4.0," With an ominous name which means ‘Mountain of Death’, Kolli Hills or Kolli Malai are a mountain range located in the Namakkal district of Tamil Nadu. It is relatively untouched by commercial tourism and therefore has retained most of its natural magnificence.  ",https://www.google.com/search?q=+Trek+the+Koli+Hills&udm=2,https://i0.wp.com/natureadmire.in/wp-content/uploads/2024/11/koli-hills.jpg?fit=677%2C360&ssl=1,Medium
Tamil Nadu,Chennai,Elliot's Beach,4.2," A beach showcasing beauty, calmness, serenity and everything that signifies nature at its best, the Elliot's beach cannot be forgotten by anyone who has visited it once. ",https://www.google.com/search?q=+Elliot's+Beach&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/56/7d/59/elliott-s-beach.jpg?w=900&h=-1&s=1,Medium
Tamil Nadu,Chennai,Enjoy the games at VGP Golden Beach,3.7," Considered as one of the cleanest and beautiful beaches in Chennai, VGP Golden beach is one of the most sought after destinations in the area by family and friends.  ",https://www.google.com/search?q=+Enjoy+the+games+at+VGP+Golden+Beach&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/9a/b7/68/caption.jpg?w=900&h=-1&s=1,Medium
Tamil Nadu,Chennai,ISKCON (Hare Rama Hare Krishna) Temple,3.7," ISKCON Temple Chennai is a  temple devoted to Lord Krishna. It is located on the East Coast Road at southern Chennai. Built on 1.5 acres of land, ISKCON, Chennai is the biggest Radha Krishna temple in Tamil Nadu. It was officially inaugurated on 26 April 2012. The deities revered in the temple include those of Radha Krishna and lord's family, including Sri Sri Nitai Gauranga. ",https://www.google.com/search?q=+ISKCON+(Hare+Rama+Hare+Krishna)+Temple&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQelitZZWSgTObL4byazgPxgspmZk4eJzHZA&s,Medium
Tamil Nadu,Chennai,Vivekananda House,3.2," Vivekananda House also popularly known as The Ice House, is a shrine and pilgrimage centre for the admirers and followers of Swami Vivekananda. It is in this house that Swami Vivekananda stayed for six weeks in 1900. ",https://www.google.com/search?q=+Vivekananda+House&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaluX7n9DqqEafEGvJf-Tx4P1KKZPt8N7ZdQ&s,Medium
Tamil Nadu,Chennai,Akkarai Beach,3.2," The sandy coastline begins from Ennore in the north extending south into Uthandi, leaving one to choose from more than just Marina and Elliot's beach. ",https://www.google.com/search?q=+Akkarai+Beach&udm=2,https://lh5.googleusercontent.com/p/AF1QipNghqusHhLjT_JRuH9CYUhjOW16kp4QAGEBtkS3=s800,Medium
Tamil Nadu,Chennai,Dakshinachitra Museum,3.0," Dakshinachitra Museum is one of the living-history museums in India which stores in itself great works of architecture, crafts, performing arts, and lifestyles that belong to South India.  ",https://www.google.com/search?q=+Dakshinachitra+Museum&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTTP61dexKaX4zZKawzDtsEqA70urLoJ7UmA&s,Medium
Tamil Nadu,Chennai,Santhome Cathedral Basilica,3.2," Santhome Cathedral is a historical and ancient pilgrim centre, which was built during the 14th to the 15th century A D by the then reigning, Portuguese. ",https://www.google.com/search?q=+Santhome+Cathedral+Basilica&udm=2,https://www.tamilnadutourism.tn.gov.in/img/pages/large-desktop/san-thome-cathedral-basilica-1656084667_9b2a2d3f0eee98cb1bc7.jpg,Medium
Tamil Nadu,Chennai,Madras War Cemetery,3.0,The Madras War Cemetery houses the last remains of around 855 martyrs who laid down their precious lives at the battlefronts in the devastating Second World War and also a Memorial stone for 1000 more who died fighting in the Great War before that.,https://www.google.com/search?q=+Madras+War+Cemetery&udm=2,https://archive.cloud.cwgc.org/images-cemetery-images-prod/2015100/Madras-WC--British-Legion-6.JPG,Medium
Tamil Nadu,Chennai,Madras Crocodile Bank Trust,3.5," The Madras Crocodile Bank is not to be confused with a zoo. Yes, you can certainly take a look at the reptiles in captivity. But unlike a zoo, this has a much more in-depth operation through ex-situ and in-situ conservation. Right now, it is home to around 17 croc subspecies and some other reptiles like frogs, lizards, snakes and turtles as well. ",https://www.google.com/search?q=+Madras+Crocodile+Bank+Trust&udm=2,https://chennaitourism.travel/images/places-to-visit/headers/crocodile-bank-chennai-tourism-entry-fee-timings-holidays-reviews-header.jpg,Medium
Tamil Nadu,Chennai,Be amazed at MGM Dizzee World,3.5," MGM Dizzee World is one of the largest and oldest amusement parks in India. It brought Jurong’s Bird Show from Singapore to India way back in 1999. There are extreme level thrill rides, but nice and enjoyable ones are there too. The park has something for every age group.  ",https://www.google.com/search?q=+Be+amazed+at+MGM+Dizzee+World&udm=2,"https://assets.simplotel.com/simplotel/image/upload/x_0,y_240,w_4608,h_2592,r_0,c_crop/q_80,w_455,dpr_1,f_auto,fl_progressive,c_limit/mgm-dizzee-world/DSC01882_qximod",Medium
Tamil Nadu,Chennai,Shirdi Sai Baba Temple,3.5,Shirdi Sai Baba temple in Chennai is among the most visited and respected places of worship In Tamil Nadu as well as India. Sai Baba is recognised as one of those spiritual reformers who does not have ties to any particular god of any religion but is a figure of worship himself. So there are no religious restrictions imposed upon those who visit the temple.,https://www.google.com/search?q=+Shirdi+Sai+Baba+Temple&udm=2,https://www.srisairamsubhayatra.org/images/mandhir.jpg,Medium
Tamil Nadu,Chennai,Nettukuppam,5.0,Nettukuppam is the northernmost tip of Chennai and has a beach which is yet not tarnished by encroaching crowds. It is a solitary retreat for those who seek to enjoy the raging sea up close but in a peaceful environment. The place is an ideal place to spend quiet time as it is still not on the radar of the maddening tourist crowd.,https://www.google.com/search?q=+Nettukuppam&udm=2,https://www.connectingtraveller.com/images/localtip/1633722302images%20(61).jpeg,Medium
Tamil Nadu,Chennai,Prakasam Salai,3.2," Built in 1795,a milestone in the history of Chennai, located Opposite Parry's Corner, Prakasam Salai is an impressive stylish building in Indo-Saracenic style with eminence in red bricks. ",https://www.google.com/search?q=+Prakasam+Salai&udm=2,https://media1.thrillophilia.com/filestore/xlb8uqq2f6zio41d1fkskyfumcho_Downpic.cc-56957409.jpg,Medium
Tamil Nadu,Chennai,Thousand Lights Mosque,4.0," The Thousand Lights Mosque of Royapettah, Chennai is among the most esteemed mosques of the city as well as the state of Tamil Nadu. Built in the early 19th century by the Wallajah family of the Carnatic rulers, it is till date a popular gathering place for the daily prayers and festive occasions like Muharram.  ",https://www.google.com/search?q=+Thousand+Lights+Mosque&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/c2/51/14/thousand-lights-mosque.jpg?w=1200&h=-1&s=1,Medium
Tamil Nadu,Chennai,Fort St George,4.0," The origin of the great white structure of Fort St. George is inextricable from the history of the city of Chennai itself. Popularly called the 'White Town', the sole purpose of establishing the massive fort compound was to build a British stronghold in the Coromandel Coast and the rest of south India.  ",https://www.google.com/search?q=+Fort+St+George&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWNVUfgtSND8DPDifWvCKEbC6bO-MzhyhADA&s,Medium
Tamil Nadu,Chennai,Chennai Sangamam,3.1," The Chennai Sangamam, a large open Tamil festival, also coincides with the Pongal season. It is organized in various open locations like beaches, parks etc and showcase traditional folk events, martial arts and classical dance, to name a few. In addition the festival brings together the best that South Indian cuisine has to offer – from tasty panirayams to the traditional pongal. 
 ",https://www.google.com/search?q=+Chennai+Sangamam&udm=2,https://lh3.googleusercontent.com/proxy/UIkXs2ZgLMuN7IjIQZbYOoEOLnwA22doK3e2TwwxmDDD_iPHTGBkIh3Nik-aEGl4R_v2792gfAh9uQZDJIP-pW0x0-udxR0,Medium
Tamil Nadu,Chennai,Buy Fishes at the Royapuram Fishing Harbour,3.8," Under the administration of Chennai Port Trust, Royapuram Fishing Harbour is one of the most popular fishing grounds in Chennai. Located in a region which is famous for seafood, this harbour surely has its name among the busiest fishing hubs of Tamil Nadu.  ",https://www.google.com/search?q=+Buy+Fishes+at+the+Royapuram+Fishing+Harbour&udm=2,https://upaudionetwork.wordpress.com/wp-content/uploads/2019/10/vcl-3844-1.jpg,Medium
Tamil Nadu,Chennai,Santhome Church,4.5," San Thome Church is among the only three in the world that house the tombs of one of Christ's original disciples. If you visit this church, you will be stepping into a historical tale that will take you back a couple of centuries. The museum inside displays souvenirs of the great saint and his legend. ",https://www.google.com/search?q=+Santhome+Church&udm=2,https://www.tamilnadutourism.tn.gov.in/img/pages/large-desktop/san-thome-cathedral-basilica-1656084667_9b2a2d3f0eee98cb1bc7.jpg,Medium
Tamil Nadu,Chennai,Kapaleeswarar Temple,4.5," Kapaleeswarar Temple is a holy shrine of Shiva in Mylapore, Chennai. A visit to this temple will be an experience enriched with a glimpse into Tamil religious culture and the lovely architectural combination of the two styles – Dravidian and Vijaynagari, complete with towering Gopurams.  ",https://www.google.com/search?q=+Kapaleeswarar+Temple&udm=2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Kapaleeswarar1.jpg/640px-Kapaleeswarar1.jpg,Medium
Tamil Nadu,Chennai,Mylapore,4.3," Mylapore is one of the oldest and culturally enriched neighbourhoods, located in the southern part of Chennai. It is very much traditionalist to its core and boasts many temples, churches and historical monuments.  ",https://www.google.com/search?q=+Mylapore&udm=2,https://upload.wikimedia.org/wikipedia/commons/f/f1/Mylapore_Theppam_Festival.jpg,Medium
Tamil Nadu,Chennai,Roam the Express Avenue Mall,4.5," Express Avenue is a mall in Royapettah of Chennai owned, developed and promoted by Express Infrastructure. The premise includes commercial and hospitality sectors as well. E Hotel is the name of the 4-star boutique luxury-lodging, which caters to the guests all year long with its 44 room capacity. But the mall is the main attraction of the place.  ",https://www.google.com/search?q=+Roam+the+Express+Avenue&udm=2,https://www.expressavenue.in/images/mall2.jpg,High
Tamil Nadu,Chennai,Vadapalani Murugan Temple,4.5," Vadapalani Murugan Temple is one of the most popular temples dedicated to Lord Murugan. Located in Vadapalani, Chennai, the temple is known for helping devotees finding solutions to life's problems. It is also believed that worshipping Lord Murugan here is as pious as praying to him at the original Palani temple. ",https://www.google.com/search?q=+Vadapalani+Murugan+Temple&udm=2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhGEvq9-R1brCd8Skk5q76OmA5cGhW-qlW0A&s,Medium
Tamil Nadu,Chennai,Shopping in T Nagar,3.5," T Nagar is one of the busiest neighbourhoods in Chennai, and also the most crowded one. It serves as a commercial and economic hub, as well as a residential area. It does not have many attractions, but you will come across a plethora of retail shops lined up on every main road and arterial streets.  ",https://www.google.com/search?q=+Shopping+in+T+Nagar&udm=2,https://imgstaticcontent.lbb.in/lbbnew/wp-content/uploads/2018/03/08221022/TNagar.jpg,Medium
Tamil Nadu,Chennai,Parthasarathy Temple,4.5," Parthasarathy Temple, located in Triplicane area of Chennai, is a structure more than 1000 years old, standing in the heart of the bustling city. Dedicated to different avatars of Lord Vishnu within the many shrines of the temple, it attracts thousands of Vaishanvite followers from all across the country.  ",https://www.google.com/search?q=+Parthasarathy+Temple&udm=2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/0e/9a/c1/temple-gopuram.jpg?w=1200&h=-1&s=1,Medium
Tamil Nadu,Chennai,Parasailing in Chennai,4.5," If you think the city of Chennai is all about glitzy temples and serene beaches, look deeper cause the uber city is home to one of the most adventurous sports of all times - Parasailing. Unlike several other water sports, this one is not for the faint hearted. It allows you to sail above the water with a safely harnessed parachute tied to your back.  ",https://www.google.com/search?q=+Parasailing+in+Chennai&udm=2,https://www.tamilnadutourism.com/images/chennai/card/parasailing.jpg,Medium
Tamil Nadu,Chennai,Scuba Diving in Chennai,4.5,Chennai could get quite hot in the summer and beating the heat would be the top priority in summers. Then why not dive into the Bay of Bengal somewhere off the coast of Chennai. Discovering a totally different world under the surface of the sea and cooling yourself at the same time is the best deal about Chennai.,https://www.google.com/search?q=+Scuba+Diving+in+Chennai&udm=2,https://img.traveltriangle.com/blog/wp-content/uploads/2020/02/Scuba-Diving-In-Chennai_4th-Feb1.jpg,Medium
Tamil Nadu,Chennai,Camping in Chennai,4.5," Surrounded by a number of hills around it, Chennai neighbours to some amazing places that offer nearness to Nature. Every soul in any metro city craves for something new every now and then, and Chennai doesn’t lack in fulfilling this need for its people. There are a number of places to camp in Chennai for a twist out of the normal. One can never run out of places to get closer to something natural.  ",https://www.google.com/search?q=+Camping+in+Chennai&udm=2,https://tripxl.com/blog/wp-content/uploads/2025/02/camping-in-chennai-Cover.jpg,Medium
Tamil Nadu,Chennai,Paragliding In Chennai,4.7," It is commonly misunderstood about Chennai that it is only about glitzy temples, serene beaches and conservative people, but that's not completely true, look deeper. The people here have the provision of getting in the sky and sailing smoothly over the hills like Eagles.  ",https://www.google.com/search?q=+Paragliding+In+Chennai&udm=2,https://content.jdmagicbox.com/v2/comp/chennai/c7/044pxx44.xx44.161117181400.d1c7/catalogue/aero-sports-palavakkam-chennai-0msajeski7.jpg,Medium
Tamil Nadu,Chennai,Surfing In Chennai,4.5,Getting in the water and riding the waves on a surfboard is not a thing that everyone can do. But some hours of practice can make that joy possible. There are a number of surfing schools that offer courses and help you tame the waves under your feet.,https://www.google.com/search?q=+Surfing+In+Chennai&udm=2,https://avathioutdoors.gumlet.io/live/surfing%20in%20Chennai_5455.jpg?q=70&upscale=true,Medium
